x,y,z
114.901679,22.926446,505.095719
114.901582,22.926465,504.92107
114.901656,22.926406,504.104261
114.901719,22.926477,503.557249
114.901811,22.926436,500.652046
114.90178,22.926351,495.768557
114.901767,22.926441,499.00499
114.901791,22.92635,494.835796
114.901893,22.926348,493.816771
114.901494,22.926523,493.859058
114.901602,22.926382,493.977396
114.901712,22.926387,493.871161
114.901625,22.926431,500.823375
114.901524,22.92649,500.474267
114.901421,22.926506,500.45055
114.901314,22.926497,502.190174
114.901211,22.926527,502.074027
114.901136,22.926586,502.02943
114.901046,22.926629,501.939869
114.90095,22.926647,501.247915
114.900841,22.926679,500.267554
114.900738,22.926703,499.671959
114.900628,22.926741,498.016221
114.900498,22.92676,496.855876
114.900408,22.926805,496.190445
114.900277,22.926805,495.691111
114.900176,22.926784,495.672718
114.900088,22.926718,494.516868
114.900006,22.926651,492.989321
114.899925,22.926579,490.161042
114.899831,22.926514,488.429982
114.899722,22.926482,486.543504
114.899622,22.926496,484.844272
114.899522,22.926519,483.954186
114.899401,22.926547,481.852991
114.899289,22.926539,480.955676
114.899221,22.926468,479.861692
114.899279,22.926389,478.293287
114.899395,22.926372,476.806991
114.899499,22.926344,476.354742
114.899577,22.926265,473.936497
114.899619,22.926183,473.293245
114.899651,22.926083,472.293418
114.899726,22.92601,471.235481
114.899813,22.925967,470.438768
114.899916,22.925995,468.594184
114.899988,22.926077,466.144264
114.900039,22.926156,464.793524
114.900137,22.926199,463.462842
114.900233,22.926145,462.211312
114.9003,22.926063,461.235284
114.900406,22.92601,460.131556
114.900517,22.925958,457.993832
114.900626,22.925913,456.138471
114.90073,22.92591,456.228871
114.900762,22.925819,454.860775
114.900674,22.925768,453.437338
114.900559,22.92579,451.447924
114.900441,22.925811,449.016849
114.900338,22.925798,447.07539
114.900225,22.925758,445.567002
114.900129,22.925699,444.051226
114.900074,22.925616,443.210725
114.90009,22.925513,442.377617
114.900107,22.925409,441.083808
114.900141,22.925308,439.590468
114.900216,22.925244,438.28669
114.900237,22.925136,436.113588
114.90018,22.925049,434.190762
114.900103,22.924974,432.037869
114.900001,22.924933,430.743825
114.899895,22.924908,429.607367
114.899815,22.924852,428.552897
114.899815,22.924759,427.121823
114.899895,22.9247,424.452469
114.899996,22.924703,423.726297
114.900089,22.92474,424.040392
114.900182,22.924786,422.486102
114.900262,22.924859,422.759041
